glucose_uptake,oxygen_uptake,ammonia_uptake,phosphate_uptake,EX_nh4_e_flux,EX_pi_e_flux,Biomass_Ecoli_core_flux
8.06,5.46,2.68,1.28,-1.897296327507018,-1.28,0.34794900372414483
7.62,14.15,4.29,4.48,-3.2120159177037833,-2.1669679717680568,0.5890580834990781
6.52,18.16,2.79,1.98,-2.79,-1.8822573723591096,0.511663732394367
6.52,22.72,2.14,1.64,-2.14,-1.4437386296948391,0.3924589201877935
3.95,10.94,0.46,2.54,-0.46,-0.3103363409624416,0.08436032863849767
4.99,14.75,1.88,3.1,-1.88,-1.2683311326291054,0.34477699530516437
8.79,23.89,2.96,0.31,-2.96,-0.31,0.08426889933943892
9.7,17.68,1.75,0.82,-1.75,-0.82,0.22290483051077872
1.52,4.28,0.32,4.52,-0.32,-0.21588615023474025,0.0586854460093899
5.45,17.53,4.16,3.98,-2.4910948360919782,-1.6806027313548237,0.45684691096170404
8.84,24.18,2.25,4.76,-2.25,-1.5179494938380342,0.4126320422535218
7.26,1.86,3.44,3.46,-1.0641666145170208,-0.7179338550513092,0.1951596637538551
9.07,9.39,2.97,0.16,-0.23716204093837714,-0.16,0.04349362546551811
3.39,1.65,2.66,4.11,-0.3801889238583798,-0.25649225979273593,0.06972361426393418
2.14,13.23,1.1,0.69,-0.8366590949888655,-0.5644472221125931,0.15343660046010624
5.16,2.07,2.98,0.25,-0.7937938799834643,-0.25,0.06795878978988108
1.16,13.79,3.0,0.24,-0.34492402868894323,-0.2327010021159787,0.06325631394676912
5.78,20.98,3.64,0.74,-2.1873324815831645,-0.74,0.2011580177780212
5.97,16.84,0.28,4.29,-0.28,-0.18890038145540194,0.05134976525821601
9.07,21.28,4.14,3.75,-4.14,-2.7930270686619756,0.759242957746479
6.37,17.0,4.05,3.35,-2.950938002803414,-1.9908332656456895,0.5411784776268
3.34,9.46,4.5,0.18,-3.1172272037093784,-0.18,0.04893032864870978
7.02,23.87,3.56,4.97,-3.275827196675623,-2.2100178822642795,0.600760562770618
6.91,0.96,4.15,1.49,-0.8293795705933601,-0.5595361330585602,0.1521015937854607
4.52,7.87,1.42,2.21,-1.42,-0.9579947916666669,0.2604166666666701
3.85,15.87,4.08,1.56,-1.6913675896373,-1.141071367370662,0.3101833167615354
2.22,16.71,3.38,4.52,-0.8766454573116005,-0.5914237903118058,0.16076978017011456
1.0,10.87,1.21,1.35,-0.2638335769400729,-0.17799379758829567,0.04838497229681505
5.09,20.33,3.74,3.0,-2.3111562056396733,-1.559208174458388,0.4238476022666655
5.44,10.74,4.87,2.84,-2.23944058483941,-1.51082564543881,0.4106955297900915
2.61,5.83,3.1,2.66,-0.9163876545464451,-0.6182356339458787,0.16805818195173985
0.78,9.12,4.68,4.33,-0.15233420578537685,-0.10277139136272596,0.027936877528128103
2.93,4.01,2.3,1.84,-0.7341891396757216,-0.49531645908984273,0.13464442849099947
6.85,24.16,1.88,0.4,-0.5929051023459477,-0.4,0.10873406366379613
8.99,1.04,4.77,3.36,-1.1905439494135563,-0.8031935935129861,0.21833625832848336
9.42,5.07,0.3,2.49,-0.3,-0.2023932658450546,0.05501760563380274
4.56,8.35,4.79,4.13,-1.7199827172220188,-1.1603763977854729,0.31543110277692543
6.65,4.16,3.7,3.66,-1.4143088362912746,-0.9541552809684404,0.25937295266492133
4.31,23.13,0.92,1.41,-0.92,-0.6206726819248722,0.16872065727699517
0.73,19.91,3.15,1.64,-0.1269934396138525,-0.08567538994782367,0.023289583262517757
2.55,6.55,4.39,2.62,-0.9914899968525798,-0.6689029950523745,0.18183135212231802
7.32,0.99,1.89,2.45,-0.9033639124085311,-0.6094492415964727,0.16566973158900514
1.95,3.09,4.36,4.7,-0.3975135084487214,-0.2681801906415615,0.07290080480647035
0.88,8.79,4.8,0.51,-0.20301573812842028,-0.13696339419253323,0.037231466059349384
6.47,24.31,4.89,2.41,-3.0009209557068304,-2.0245539758947104,0.5503449522643103
1.71,5.13,4.46,4.57,-0.6034612282709111,-0.40712162933541984,0.11066997290766419
6.12,19.18,3.73,3.34,-2.8259806205448683,-1.9065314900231671,0.5182622910330237
8.29,17.17,2.72,1.26,-2.72,-1.26,0.3425123005409533
7.46,11.89,1.54,4.03,-1.54,-1.038952098004636,0.28242370892018703
7.0,23.44,0.91,3.28,-0.91,-0.613926239730045,0.16688673708920193
2.52,22.6,0.59,3.32,-0.59,-0.3980400894953027,0.10820129107981225
7.93,8.94,4.78,4.27,-2.4937623070884105,-1.6824023252432172,0.4573361038527749
3.02,0.29,1.55,1.48,-0.051789039270621,-0.03493917597653792,0.009497696462481846
8.91,24.18,0.45,2.41,-0.45,-0.30358989876758075,0.08252640845070344
5.53,2.41,1.95,1.65,-0.8847923327283971,-0.5969200327185947,0.16226385209954472
5.41,16.56,3.55,0.77,-1.1413423220159395,-0.77,0.20931307255280562
8.15,17.0,4.46,2.3,-3.409204338489136,-2.3,0.6252208660668165
8.95,21.66,2.25,1.97,-2.25,-1.5179494938380345,0.4126320422535209
9.33,17.91,4.65,4.01,-4.110740613967118,-2.773287393009241,0.7538770198736647
6.13,2.98,1.53,4.85,-1.096327154938713,-0.7396307777422619,0.201057650186825
3.26,2.42,3.57,3.7,-0.5097370162612743,-0.34389113147746897,0.09348170045871378
2.93,7.51,2.4,0.21,-0.31127517873164273,-0.21,0.0570853834234967
7.91,8.0,4.28,4.03,-2.3236525144684537,-1.567638736974607,0.42613932557006573
6.65,8.19,2.63,2.28,-2.1340509747774568,-1.4397251542169007,0.3913679164424621
3.45,21.22,2.47,4.18,-1.4914357780236311,-1.0061885263746067,0.27351741821149356
1.14,3.61,4.89,2.98,-0.2684402708962629,-0.1811016770367633,0.0492298032013393
5.15,13.13,1.15,3.62,-1.15,-0.7758408524060945,0.21090082159624401
0.94,14.38,2.9,4.58,-0.23342465753424607,-0.15747859589040872,0.042808219178082106
5.31,3.51,2.91,0.55,-0.8152445157256674,-0.55,0.14950933753771778
2.12,0.87,2.62,0.51,-0.01615576443719124,-0.01089939308888584,0.0029628382550599694
4.75,23.33,3.63,0.48,-0.7114861228151323,-0.48,0.13048087639655456
2.32,16.87,4.48,0.26,-0.3853883165248563,-0.26,0.07067714138146573
8.14,14.09,2.78,4.79,-2.78,-1.8755109301643045,0.5098298122065729
7.5,21.27,1.83,2.82,-1.83,-1.2345989216549305,0.3356073943661973
6.19,8.11,2.89,1.26,-1.867651072389702,-1.26,0.3425123005409519
1.52,9.41,3.72,4.59,-0.5267647869876368,-0.35537881856871567,0.09660445770753345
4.63,16.11,0.6,4.53,-0.6,-0.4047865316901209,0.11003521126760585
5.73,19.53,3.99,1.36,-3.589395098812066,-1.36,0.36969581645690236
5.34,24.02,0.54,3.45,-0.54,-0.36430787852113017,0.09903169014084506
9.63,7.58,4.32,4.67,-2.554009525307979,-1.7230477627549945,0.46838496282790126
7.5,5.86,1.74,0.28,-0.41503357164216476,-0.28,0.07611384456465753
8.33,21.26,3.2,1.83,-2.712540843232705,-1.83,0.4974583412618665
0.86,18.85,3.66,4.57,-0.19287943165981244,-0.13012499362656832,0.035372548353105125
7.33,20.73,3.76,3.19,-3.4307743506762187,-2.314552084036221,0.6291766341469005
4.33,22.56,3.29,2.05,-1.9312857635737033,-1.3029307765659057,0.354182395021586
0.93,7.34,2.76,1.45,-0.2283565042999426,-0.15405939560743437,0.04187876032496013
2.29,13.23,0.93,4.02,-0.9116335243439925,-0.6150282874861044,0.1671863124163719
4.9,14.39,0.82,1.69,-0.82,-0.5532082599765031,0.15038145539906148
4.16,20.22,3.87,1.19,-1.7638926794791616,-1.19,0.32348383939978553
6.2,6.16,4.94,4.77,-1.6946006771758964,-1.143252551189661,0.31077623921212905
5.68,17.5,4.03,3.63,-2.6060556277698366,-1.7581603649275421,0.4779298026279775
7.03,23.97,3.02,3.22,-3.02,-2.037425542840389,0.553843896713615
8.51,16.78,3.69,1.25,-3.69,-1.25,0.33979394894935094
3.78,3.77,2.58,2.33,-0.8422797370696526,-0.5682391558021879,0.15446738135813756
9.97,15.32,3.95,1.74,-2.579137195204844,-1.74,0.4729931769375082
8.33,15.42,3.52,1.54,-2.282684644031851,-1.54,0.4186261451056067
5.53,15.89,2.99,4.58,-2.5310811984147095,-1.7075792995540264,0.4641800906717152
8.99,24.28,3.37,4.86,-3.37,-2.2735510196595845,0.6180311032863857
8.34,6.84,2.19,1.27,-1.8824736999482967,-1.27,0.34523065213253695
4.31,7.88,3.83,4.18,-1.5985672638271153,-1.0784641639966266,0.29316447766782494
9.76,16.09,2.36,1.6,-2.36,-1.5921603579812185,0.4328051643192516
2.3,5.4,2.11,4.96,-0.784958555510722,-0.5295677520094827,0.14395513415322814
3.59,11.49,0.83,2.08,-0.83,-0.5599547021713616,0.15221537558685452
1.12,13.37,0.58,3.97,-0.3246514157517254,-0.21902420098405703,0.059538478534280646
5.71,18.13,2.15,1.97,-2.15,-1.4504850718896518,0.3942928403755869
1.07,13.14,2.62,2.39,-0.29931064958020315,-0.2019281995691558,0.0548911842686699
7.43,20.83,3.78,0.8,-1.1858102046918686,-0.8,0.2174681273275875
6.26,2.1,3.5,1.97,-0.9451877138020105,-0.6376654274434199,0.17333988295958236
1.41,21.57,3.11,1.84,-0.4716278595465513,-0.3181810091904932,0.08649278527482247
9.72,3.5,2.88,4.01,-1.7946487486023255,-1.2107494042479654,0.32912425700600606
5.3,2.37,2.96,3.1,-0.8387408546597696,-0.5658516692409212,0.15381837856876646
7.31,19.05,3.88,3.35,-3.4207777600955236,-2.307807941986423,0.6273433392193977
2.24,10.17,3.9,4.77,-0.8866420478922845,-0.5981679323616058,0.1626030750976168
0.88,13.43,1.63,1.2,-0.20301573812842041,-0.13696339419252127,0.03723146605934941
5.11,15.19,0.15,3.92,-0.15,-0.1011966329225216,0.027508802816901694
8.22,24.14,0.99,3.01,-0.99,-0.6678977772887323,0.18155809859154934
4.32,8.44,2.87,3.93,-1.6711661947230394,-1.1274426130662512,0.30647854216605047
7.63,9.79,3.78,2.0,-2.5912210424435944,-1.7481522976887567,0.47520925807724396
9.0,4.51,1.53,2.8,-1.53,-1.0322056558098518,0.2805897887323942
3.26,10.66,2.51,4.3,-1.396468167507138,-0.9421191769015069,0.25610111640022337
5.28,9.13,1.31,2.1,-1.31,-0.8837839275234528,0.24024354460093905
5.21,18.68,0.69,1.19,-0.69,-0.46550451144366645,0.1265404929577465
3.86,9.07,2.02,3.99,-1.6348667292750774,-1.102953388531442,0.29982150991693773
3.31,12.6,3.16,1.24,-1.4214596439588472,-0.9589795320259994,0.26068435371897875
7.22,13.72,2.29,4.07,-2.29,-1.5449352626173962,0.41996772300469537
2.51,22.09,2.85,3.08,-1.0215960207315102,-0.6892138500339383,0.18735255661889494
8.76,20.46,3.05,3.79,-3.05,-2.0576648694248503,0.5593456572769957
4.39,13.73,0.4,0.54,-0.4,-0.2698576877934377,0.07335680751173712
8.31,1.59,0.93,4.0,-0.93,-0.6274191241197191,0.17055457746478878
7.79,12.7,2.6,3.65,-2.6,-1.7540749706572774,0.4768192488262912
5.04,15.25,4.5,2.07,-2.286164729187963,-1.5423478193338727,0.41926436494790953
3.91,0.19,3.11,0.25,-0.1799782355993606,-0.12142127627996156,0.0330065719629105
5.09,20.13,2.79,1.42,-2.1048131133280714,-1.42,0.3860059260064639
7.88,6.82,3.69,3.09,-2.1092432966870445,-1.4229887975943898,0.38681838627623394
1.78,22.64,1.08,4.95,-0.6567204645365646,-0.44305266521616066,0.12043729176506837
7.35,17.37,3.98,1.36,-2.015877347976157,-1.36,0.36969581645689487
4.5,16.51,2.25,3.52,-2.016256783509513,-1.3602559839892374,0.3697654019053536
6.38,2.95,3.93,3.63,-1.1319604297721484,-0.7636705606299222,0.20759250839424662
6.59,3.96,1.41,2.03,-1.3650866007162883,-0.9209477842677068,0.25034598751399073
2.87,5.77,4.05,3.23,-0.9739661169811461,-0.6570806107941831,0.1786176124158499
5.7,5.73,4.6,1.04,-1.5298068155753226,-1.0320753250544412,0.2805543602507552
7.97,24.17,3.66,4.97,-3.66,-2.4691978433098356,0.6712147887323939
6.55,5.51,1.1,1.69,-1.1,-0.742108641431925,0.20173122065727705
3.66,12.05,4.83,1.29,-1.5963999791208086,-1.077002017897541,0.29276701495026575
7.24,18.9,1.18,2.55,-1.18,-0.7960801789905967,0.21640258215962493
3.57,19.32,3.15,2.43,-1.5514153215077298,-1.0466533786734347,0.2845171877765064
7.82,5.96,3.79,4.34,-1.946221412092922,-1.313007025503612,0.35692147375530453
8.8,19.61,2.1,4.91,-2.1,-1.416752860915474,0.38512323943661975
3.86,16.0,0.89,4.9,-0.89,-0.6004333553403779,0.16321889671361506
7.07,18.86,0.42,3.84,-0.42,-0.2833505721831084,0.07702464788732395
7.77,16.83,1.53,2.5,-1.53,-1.0322056558098671,0.2805897887323945
1.19,11.84,1.29,1.81,-0.36012848839185574,-0.24295860296492214,0.06604469050613553
1.71,5.83,0.48,4.61,-0.48,-0.3238292253521114,0.08802816901408457
5.35,9.98,2.72,3.18,-2.1217802485598107,-1.4314467797052874,0.38911756318951946
9.23,4.55,1.55,4.88,-1.55,-1.04569854019949,0.28425762910798286
3.77,0.66,0.82,0.23,-0.24897995847596122,-0.1679728897530657,0.04566093722050347
9.9,7.04,4.63,4.98,-2.506166146133618,-1.6907705035544423,0.4596108689358896
6.04,0.93,0.5,2.46,-0.5,-0.337322109741797,0.09169600938967148
4.12,15.19,2.25,4.68,-1.8263215624765265,-1.2321172850429862,0.3349327982828136
5.39,17.37,4.49,0.82,-4.375146150231629,-0.82,0.22290483051078205
2.37,2.77,0.78,2.61,-0.4152332785133012,-0.2801347310862071,0.0761504692109194
3.28,10.64,4.91,0.87,-1.2895685976024358,-0.87,0.23649658846875665
5.45,2.56,1.66,2.68,-0.900948097165591,-0.6078194258074823,0.16522669035460483
9.47,9.84,0.42,2.0,-0.42,-0.28335057218308335,0.07702464788732391
1.54,5.83,3.13,0.43,-0.5367613775683628,-0.3621229606185327,0.09843775263504312
4.7,15.28,2.17,0.19,-2.17,-0.19,0.051648680240306555
9.86,9.24,3.92,1.7,-3.489413020202196,-1.7,0.4621197705711425
4.8,9.77,1.78,0.21,-0.3112751787316164,-0.21,0.05708538342349215
3.66,22.25,3.48,0.81,-1.200632832250557,-0.81,0.22018647891918966
5.95,22.32,3.53,0.83,-2.0119780236375977,-0.83,0.22562318210236904
8.69,7.61,2.32,2.68,-2.32,-1.5651745892018842,0.4254694835680754
8.52,23.3,4.66,0.14,-4.66,-0.14,0.03805692228233074
9.23,1.45,1.4,2.62,-1.3108817462027191,-0.8843787925022047,0.24040524981710734
4.85,15.16,2.45,4.68,-2.191197118671459,-1.478278469860781,0.4018480631366412
2.48,6.92,4.61,0.48,-1.498727891998901,-0.48,0.13048087639655137
6.13,17.08,2.58,3.5,-2.58,-1.7405820862676062,0.4731514084507053
1.81,21.33,0.79,2.06,-0.6717153504075898,-0.45316887829086,0.12318723415632153
0.85,13.68,3.38,4.71,-0.1878112784255071,-0.12670579334359458,0.03444308949998297
7.42,13.57,4.67,2.44,-3.089348758603768,-2.084211281960759,0.5665619055538015
5.66,14.94,2.11,4.21,-2.11,-1.4234993031103105,0.3869571596244137
1.93,13.92,3.64,4.53,-0.73169489389169,-0.49363373058967164,0.13418700372133402
8.85,12.77,3.25,2.03,-3.25,-2.03,0.5518253730937435
4.73,22.67,4.66,4.49,-2.1312175751873648,-1.4378136175619465,0.3908482935716299
1.47,21.27,4.75,1.87,-0.5017733105359715,-0.33851846344423003,0.09202122038878588
5.23,19.5,2.85,4.97,-2.381132339704459,-1.6064171688070112,0.43668066675918066
4.61,17.88,3.98,2.52,-2.0712380317032713,-1.3973487652631378,0.3798485240066154
8.58,13.7,2.12,0.63,-2.12,-0.63,0.1712561502704822
3.99,18.38,4.61,1.33,-1.7613437237020877,-1.1882803617192743,0.3230163812540504
3.62,3.93,3.48,4.8,-0.842279737069653,-0.5682391558021781,0.1544673813581377
6.45,15.47,2.81,0.53,-0.7855992606083702,-0.53,0.14407263435452816
7.32,15.09,3.34,4.5,-3.254573911677254,-2.195679476395084,0.5968628799290742
7.86,19.54,4.64,4.95,-3.6956840010643317,-2.4932718483559464,0.6777589497257063
5.85,2.81,2.35,3.96,-1.0164542634688656,-0.6857449932187141,0.18640959937442556
5.06,9.29,0.62,3.69,-0.62,-0.4182794160798068,0.11370305164319225
3.28,6.71,3.3,2.84,-1.1942663210791216,-0.8057048700399364,0.21901891158287884
3.69,16.07,1.43,3.99,-1.43,-0.9647412338614877,0.2622505868544608
2.37,4.06,3.93,3.57,-0.6347538708984641,-0.4282330297964692,0.11640879381207166
1.91,2.99,4.21,3.91,-0.3727058303583083,-0.2514438340190535,0.06835127464024185
3.34,16.49,0.71,2.58,-0.71,-0.4789973958333152,0.13020833333333326
4.27,11.17,0.32,1.87,-0.32,-0.21588615023474175,0.05868544600938969
7.59,9.29,3.6,1.91,-2.49553428409487,-1.683597779287667,0.45766107029322006
4.29,14.14,4.76,0.63,-0.9338255361948273,-0.63,0.17125615027047164
4.89,11.76,3.26,2.82,-2.2111902998328383,-1.491766753960362,0.4055146529916445
6.38,21.86,3.76,2.53,-2.9559362980937554,-1.9942053366706238,0.5420951250905509
4.67,16.03,2.33,2.34,-2.1012278034453207,-1.4175811914125378,0.38534840878912135
2.86,13.11,1.79,0.61,-0.9041802810775446,-0.61,0.16581944708728433
9.59,21.38,0.48,3.63,-0.48,-0.32382922535213754,0.08802816901408472
3.54,24.87,1.58,1.27,-1.5364204356367073,-1.0365371655987237,0.28176724538525305
5.72,20.89,1.04,3.58,-1.04,-0.7016299882629136,0.19072769953051652
0.71,22.98,0.5,4.58,-0.11685713314524611,-0.078836989381862,0.021430665556273147
4.96,11.26,4.87,4.95,-2.1843655338149173,-1.473669580627368,0.40059520499833445
6.54,3.27,2.58,2.69,-1.2213455937610986,-0.8239737448226242,0.2239850340671026
5.19,14.28,0.19,3.59,-0.19,-0.12818240170187958,0.034844483568075166
7.15,2.98,2.89,2.88,-1.2657361988501958,-0.8539216099453878,0.23212591674922906
6.86,2.23,3.17,1.48,-1.0703571410770676,-0.7221102580105953,0.19629495691700924
5.12,19.36,3.56,0.68,-1.007938673988106,-0.68,0.18484790822845243
5.95,24.23,0.87,4.28,-0.87,-0.5869404709507088,0.15955105633802824
7.06,19.37,1.48,1.51,-1.48,-0.9984734448356827,0.2714201877934273
9.07,9.06,0.41,3.04,-0.41,-0.2766041299882655,0.07519072769953053
1.34,19.94,3.24,4.39,-0.43615078690642134,-0.294246607209626,0.07998657330296761
7.87,2.89,1.97,3.9,-1.367653404411916,-0.922679463543508,0.25081671882554196
4.23,24.31,3.71,0.18,-0.2668072960556781,-0.18,0.0489303286487087
8.81,2.61,0.79,3.7,-0.79,-0.5329689333919956,0.1448796948356809
8.66,13.46,1.52,1.82,-1.52,-1.0254592136150265,0.278755868544601
3.49,8.23,1.29,3.08,-1.29,-0.870291043133805,0.23657570422535226
9.01,7.75,1.01,4.21,-1.01,-0.6813906616784087,0.18522593896713618
7.44,23.28,0.91,0.81,-0.91,-0.6139262397300472,0.16688673708920193
5.46,15.4,2.45,3.03,-2.45,-1.6528783377347431,0.44931044600939
1.89,12.04,3.32,2.22,-0.7117017127303237,-0.48014544649006663,0.13052041386632993
6.83,11.33,1.73,1.59,-1.73,-1.1671344997066073,0.31726819248826343
4.17,0.67,3.38,4.24,-0.31737772754182353,-0.21411704927892447,0.058204542169495485
3.61,1.25,4.94,1.39,-0.3382141340122194,-0.22817421045898462,0.062025772816208094
1.35,9.31,3.72,1.54,-0.44121894014072505,-0.29766580749261184,0.08091603215608957
5.79,10.45,0.68,1.72,-0.68,-0.45875806924881785,0.12470657276995308
7.28,15.34,0.69,0.9,-0.69,-0.4655045114436641,0.1265404929577465
6.44,20.35,1.81,3.02,-1.81,-1.221106037265257,0.3319395539906104
1.79,7.85,0.2,3.86,-0.2,-0.13492884389671364,0.03667840375586856
4.07,20.42,3.57,4.16,-1.801330086024816,-1.2152569299184834,0.33034956096405876
2.93,4.71,4.86,3.61,-0.8563057807015441,-0.5777017450606743,0.15703964581527735
8.36,0.43,1.84,3.74,-0.9661751087250847,-0.6518244521102664,0.1771888036834449
0.87,14.23,2.2,0.19,-0.1979475848941163,-0.13354419390954603,0.03630200720622726
2.44,7.19,0.65,3.19,-0.65,-0.43851874266432234,0.11920481220657278
2.5,7.01,4.5,2.39,-1.0165977254411684,-0.6858417790090278,0.1864359091551442
3.98,18.12,4.56,0.22,-3.707722137867031,-0.22,0.059803735015086366
4.54,15.31,1.66,3.88,-1.66,-1.1199094043427165,0.30443075117370866
9.72,23.59,1.4,1.21,-1.4,-0.9445019072769979,0.25674882629107987
9.58,11.52,1.12,3.56,-1.12,-0.7556015258215852,0.20539906103286393
2.92,6.75,4.41,0.9,-1.1091503331321775,-0.7482818607858998,0.20340931872289045
0.74,6.8,3.07,0.7,-0.1320615928481594,-0.08909459023079938,0.024219042115639577
4.77,15.72,4.26,1.23,-1.8231831897137671,-1.23,0.33435724576616926
8.19,5.95,3.42,2.21,-2.0100125843254055,-1.3560433711043685,0.3686202656113201
1.24,17.89,1.17,0.97,-0.38546925456337744,-0.26005460437983174,0.07069198477174614
3.65,16.37,1.25,1.0,-1.25,-0.8433052743544588,0.2292400234741785
0.63,10.79,3.96,3.6,-0.0763119072708113,-0.05148338711801892,0.013994994731296093
8.62,0.34,4.84,1.77,-0.9916921572286914,-0.6690393813815197,0.1818684267218107
9.9,6.39,2.41,1.83,-2.3909876407138544,-1.6130659906642404,0.43848805030697163
3.62,21.07,3.76,4.96,-1.5764067979594472,-1.0635137337979292,0.28910042509526257
6.17,11.64,0.54,4.98,-0.54,-0.3643078785211145,0.09903169014084545
5.56,17.54,2.09,2.78,-2.09,-1.410006418720669,0.3832893192488275
9.43,4.24,1.53,0.85,-1.53,-0.85,0.2310598852855609
7.94,1.64,0.5,1.56,-0.5,-0.33732210974177756,0.09169600938967074
5.19,10.22,0.32,4.79,-0.32,-0.2158861502347423,0.05868544600938965
9.53,7.06,3.68,2.94,-2.444146950907588,-1.648929611998205,0.44823704352031774
2.45,6.63,2.51,2.15,-0.9764695283913496,-0.6587695228310737,0.17907671808820239
2.98,20.21,2.46,3.31,-1.2565158993775662,-0.8477011882042645,0.23043498741519416
1.97,13.38,1.66,2.68,-0.751688075053057,-0.5071220146892852,0.13785359357633828
7.83,19.25,1.84,3.5,-1.84,-1.2413453638497614,0.3374413145539911
9.42,15.68,0.83,3.43,-0.83,-0.5599547021713646,0.15221537558685447
1.14,21.82,2.63,1.99,-0.3347877222203338,-0.22586260155001944,0.06139739624052488
0.66,9.58,4.53,0.2,-0.09151636697372456,-0.061740987966960155,0.01678337129066252
4.8,23.29,2.03,2.2,-2.03,-1.3695277655516378,0.37228579812206575
5.83,11.63,0.93,0.19,-0.93,-0.19,0.05164868024030352
6.14,23.03,0.62,1.13,-0.62,-0.41827941607983504,0.11370305164319196
3.77,20.24,1.42,4.42,-1.42,-0.9579947916666627,0.26041666666666663
0.64,23.53,2.85,3.33,-0.08138006050511624,-0.05490258740099935,0.014924453584418329
3.74,19.57,0.92,0.34,-0.92,-0.34,0.09242395411422857
4.02,21.36,3.8,2.63,-1.7763386095731089,-1.1983965747939709,0.3257663236453033
5.76,3.33,4.22,3.96,-1.103574600667554,-0.7445202251092234,0.20238677389002968
6.6,11.71,4.83,4.41,-2.6512517618180174,-1.788651675506157,0.4862184128920952
6.48,9.36,3.13,2.92,-2.311248675423247,-1.5592705586633309,0.4238645604869513
4.0,7.74,2.09,2.91,-1.5034376302393517,-1.0142855065950447,0.2757184621184259
4.34,6.66,3.83,2.7,-1.4533694020352608,-0.9805072658573987,0.26653634867137366
0.77,9.27,4.44,3.8,-0.14726605255107184,-0.09935219107973864,0.027007418675005977
3.3,23.46,0.48,4.81,-0.48,-0.3238292253521067,0.08802816901408445
5.44,19.94,4.23,2.07,-2.486096540801634,-1.677230660329921,0.4559302634979524
4.36,3.79,0.33,3.24,-0.33,-0.22263259242958003,0.06051936619718329
0.74,18.37,2.74,1.07,-0.132061592848159,-0.08909459023080299,0.024219042115639588
5.44,4.66,2.25,4.02,-1.2941338737164167,-0.8730799371406581,0.23733382367158465
4.67,3.8,3.65,1.02,-1.005301621663779,-0.6782209278929222,0.18436429387906753
7.41,12.04,2.32,4.27,-2.32,-1.5651745892018716,0.4254694835680752
7.12,0.92,1.55,4.37,-0.8564065036238002,-0.5777696971979317,0.15705811759532726
7.63,18.17,3.49,4.13,-3.49,-2.354508325997654,0.6400381455399065
6.49,10.12,2.41,3.61,-2.41,-1.6258925689553996,0.44197476525821616
8.78,6.88,1.78,4.66,-1.78,-1.2008667106807556,0.3264377934272301
5.83,4.56,3.35,4.95,-1.3455212069036955,-0.9077481044301328,0.2467578504444865
8.25,18.67,1.12,4.39,-1.12,-0.7556015258216257,0.20539906103286396
5.31,22.24,1.72,0.4,-0.5929051023459372,-0.4,0.10873406366379426
4.81,6.82,3.6,4.79,-1.5652463557044722,-1.0559844059437438,0.2870536890596525
6.94,22.18,2.32,3.88,-2.32,-1.5651745892019642,0.42546948356807507
8.45,17.8,2.59,3.17,-2.59,-1.747328528462446,0.4749853286384978
7.04,6.4,4.07,4.76,-1.8859741938733539,-1.2723615879918295,0.34587261478017794
4.71,17.56,3.71,3.35,-2.1212209846066887,-1.4310694755121163,0.38901499864412575
5.52,22.05,2.3,0.4,-2.3,-0.4,0.10873406366380338
8.46,16.88,4.26,0.78,-4.26,-0.78,0.21203142414439483
8.25,17.75,0.74,3.37,-0.74,-0.49923672241786216,0.13571009389671365
8.9,10.7,2.13,2.27,-2.13,-1.4369921874999911,0.39062500000000006
0.91,22.31,4.36,4.99,-0.2182201978313333,-0.14722099504146818,0.04001984261871577
5.89,18.8,1.09,3.37,-1.09,-0.7353621992370901,0.19989730046948342
6.53,22.54,4.17,4.7,-3.0309107274488816,-2.044786402044124,0.5558448370468166
8.7,21.73,0.41,4.25,-0.41,-0.2766041299882666,0.07519072769953049
6.11,9.57,0.38,3.42,-0.38,-0.2563648034037566,0.06968896713615025
3.35,11.75,3.44,4.57,-1.441452825120213,-0.9724678161256127,0.2643509435739831
8.27,11.32,2.0,1.27,-2.0,-1.27,0.34523065213255094
3.79,2.87,4.86,2.91,-0.6845737834949017,-0.4618437458448289,0.12554536815854267
1.37,8.88,2.78,2.71,-0.4513552466093346,-0.3045042080585542,0.08277494986233394
0.86,14.55,0.78,0.3,-0.192879431659812,-0.13012499362656596,0.03537254835310515
3.86,15.61,0.65,1.64,-0.65,-0.43851874266431573,0.11920481220657259
4.24,4.07,2.58,0.52,-1.2901885746805821,-0.52,0.14135428276293216
0.56,13.04,1.31,0.57,-0.04083483463068102,-0.027548985137156756,0.007488782759441134
4.3,22.89,3.65,4.1,-1.916290877702678,-1.2928145634912087,0.35143245263033285
8.73,24.32,3.84,3.08,-3.84,-2.590633802816926,0.7042253521126763
3.72,4.62,3.46,4.98,-0.9822659205798283,-0.6626800253148847,0.18013973015328433
4.73,18.12,2.53,2.22,-2.1312175751873705,-1.4378136175619476,0.39084829357162765
4.16,12.67,1.9,3.77,-1.8463147436378937,-1.245605569142585,0.3385993881378181
8.76,22.08,1.22,4.49,-1.22,-0.8230659477699208,0.2237382629107987
3.48,7.8,3.66,1.59,-1.3807704711393418,-0.9315288167877628,0.2532222841731481
0.62,9.4,3.64,1.7,-0.07124375403650678,-0.04806418683502918,0.013065535878174033
6.33,16.54,3.7,4.5,-2.9309448216420466,-1.9773449815461048,0.5375118877717957
4.38,4.24,1.66,2.22,-1.0318812767606478,-0.6961527385598627,0.18923879048574108
7.17,0.43,1.65,3.92,-0.7685312241616973,-0.518485147873322,0.1409424926939731
