glucose_uptake,oxygen_uptake,ammonia_uptake,phosphate_uptake,EX_co2_e_flux,EX_h2o_e_flux,EX_h_e_flux,Biomass_Ecoli_core_flux
3.81,23.77,73.23,59.91,9.816027428129097,12.048817873607051,6.148725541745009,0.30651672690653087
1.64,3.98,5.9,86.63,4.073710757305012,4.664167154253889,2.7844366594859187,0.08105765704092122
6.05,17.73,2.16,96.99,18.187962147887333,21.073507922535214,8.573635563380295,0.39612676056338225
8.34,5.39,18.26,18.42,-0.6345022653252068,1.8890785628406186,31.339859926975826,0.35512523944994245
3.11,13.17,43.25,29.19,8.346614808185167,10.11199937871661,4.861569173145785,0.24235140444395975
6.16,3.57,29.29,36.7,-0.3988087922640631,0.45154481832816723,22.634452309657036,0.22320971190689917
4.62,19.65,20.05,51.47,11.516347745492833,14.2899935605515,7.638149339695551,0.3807651714703671
5.96,1.26,60.79,17.14,-0.23935453876361928,-2.87454486650892,19.490772890971417,0.13396459325214982
0.74,23.73,96.57,80.86,3.4093465532479046,3.5857677436350874,0.4858339848397613,0.02421904211563939
3.12,2.53,68.45,44.07,0.1617776801674851,0.8372146205651246,11.64161706008818,0.09272375767360856
1.31,12.43,3.54,90.94,4.5747921384776875,5.137134682836782,1.5485958266766338,0.07719819674360111
2.66,16.6,31.24,52.05,7.401992409649755,8.866901774858652,4.034111507617726,0.2011022685751608
5.51,4.7,96.96,77.54,0.9474959293891317,2.70236947546896,19.793904099695386,0.24090845451647858
9.4,22.38,59.83,92.2,21.550336778824438,27.515696997088394,16.427588542415926,0.8189226591433678
0.98,4.98,4.62,32.6,3.900060483870971,4.238974875930529,0.9333126550868415,0.04652605459057073
3.95,6.86,82.89,35.74,7.152750282732577,8.997322689563452,7.965263422081873,0.25322228417314824
2.88,13.61,14.18,80.24,7.863807804489285,9.475616158967043,4.438646366320329,0.2212685127776839
0.84,24.67,77.25,19.95,3.6138106910075125,3.8579373820914995,0.6722834307760303,0.033513630646860956
7.74,1.94,35.91,11.68,-0.37995925128246383,-2.9022126033047533,25.716828400715322,0.21265979251271436
8.64,15.62,33.16,6.45,16.394160548233383,21.27202154429883,16.90747641854722,0.6696311289969612
3.18,8.2,72.99,63.79,8.48744256205451,10.298571875288532,4.993508041745968,0.2486312274496222
8.88,11.86,12.05,71.35,11.065218374288586,15.312738292700322,21.86622443969697,0.5830981163049477
7.63,14.08,77.12,49.43,14.759683120163773,19.04225705020521,14.794230648568405,0.5879103193181979
5.28,10.75,2.64,10.88,11.216578134939319,14.156411857067145,9.740252128082329,0.40357939186862646
9.08,6.31,41.1,75.58,0.38200476129997224,3.363080416466156,32.951763146043426,0.40924107066693166
2.37,2.02,29.05,16.21,0.04926370457950774,0.426435267091271,9.052912330282892,0.051777986177552464
9.3,20.22,63.38,87.16,21.151269080304214,27.019045646836563,16.34343567648966,0.8055264080133324
8.06,4.75,89.27,53.98,-0.5781020639629705,1.0989382461437243,29.77720571124455,0.3235585514988364
8.09,22.41,31.87,11.09,18.80043601864359,23.89107952807932,14.018767338323128,0.6988418413919805
2.36,10.73,81.82,86.09,6.772244143959487,8.036836705619944,3.482473063932353,0.17360284466262924
1.29,8.51,94.3,32.39,4.533899310925765,5.082700755145489,1.5113059374893836,0.07533927903735686
5.24,17.61,36.43,97.18,12.817827494586059,16.00546137031158,8.77820212331199,0.43759731422293124
9.63,6.37,49.78,30.16,-0.46466234226602626,2.6608116307655485,35.93054171634822,0.4290640235340694
2.92,1.02,61.0,50.32,-0.05847810351769197,-1.4540124084773656,9.865699371047588,0.03272967119140978
0.61,7.04,90.84,24.03,3.1435431741604067,3.2319472136416874,0.24344970512254513,0.012136077025052
1.53,12.29,98.57,24.28,5.02994060888308,5.7403233473928434,1.9562733697361339,0.09752110517129216
6.75,19.06,23.84,72.85,15.98756043189374,20.18345555214642,11.55478228986176,0.5760110812493399
3.74,15.84,63.39,53.62,9.66908616613472,11.855136024118025,6.020009904885125,0.30010019466027404
0.99,20.9,32.15,18.73,3.9205068976469306,4.266191839776161,0.9519575996804782,0.04745551344369292
5.17,5.74,64.55,17.52,4.765772395129944,6.686348928924153,14.085087008410408,0.2636561053476207
6.94,9.73,93.68,13.84,10.251212395628226,13.53528779975786,15.14538731937621,0.4508367750438772
3.48,2.93,92.48,87.75,0.47237564279038874,1.3277186841350632,12.654197518393765,0.1174212071474202
2.65,16.53,81.74,55.56,7.381000800793452,8.839232939217437,4.015723559494836,0.2001856211114103
5.34,6.12,9.4,89.73,4.024882510640168,6.075654249067107,16.08531995518713,0.2815292595720896
9.01,15.86,33.97,34.99,16.66016837955593,21.70190053424593,17.85707778219314,0.6921273069422392
7.29,22.44,88.72,78.01,17.12110731013622,21.677572676776112,12.547731488495437,0.6255100442918964
6.46,2.2,16.25,89.87,-0.3270222201793129,-1.7659407952922452,22.059249443844816,0.18303140996211456
6.1,0.33,10.24,66.38,-0.1871596155731211,-4.342613317487228,18.904281489571073,0.10475156185880169
6.55,5.68,71.25,23.8,2.696017330460254,4.929062355373024,21.267075093515906,0.30655167548634576
3.32,18.69,65.0,84.94,8.787438594168341,10.693044927183834,5.247716083725564,0.2616010011827297
6.61,14.25,9.46,36.83,14.880055931823827,18.84993693673475,11.726317842427791,0.5449839389532287
2.73,6.18,97.3,39.37,6.389949840154706,7.712809986874689,4.773879488841937,0.1816017992861416
8.93,15.82,79.5,50.31,16.614860658877852,21.623149719970993,17.64532240185725,0.6875362502187135
5.81,12.36,19.6,72.27,12.897436205991534,16.28373522763733,10.415186455566499,0.46486999912769944
2.88,0.71,64.58,17.79,-0.03636328772038881,-1.8926726905506606,9.403290218037212,0.020352206705318506
9.41,23.85,91.49,37.08,21.571328387680758,27.54336583272964,16.4459764905388,0.8198393066071181
9.64,21.34,29.52,38.57,22.054135391376658,28.179749052479394,16.868899297364216,0.8409221982733931
8.53,7.99,17.03,55.72,2.9053114843952477,6.15387910544321,29.19453919894153,0.4459622784372044
9.37,17.43,57.05,9.81,18.290941781319802,23.71559735769384,18.057676887039104,0.744694906426612
6.19,24.75,14.09,51.88,14.812030335938575,18.634000756234148,10.525057194982391,0.5246788232792813
8.79,18.55,69.73,70.28,19.4098802371842,24.827847194838853,15.759325810971921,0.743776695081907
3.66,7.41,80.96,81.03,7.701954124630871,9.541510067422191,6.821500115031491,0.2525336256646197
8.68,22.84,51.18,50.2,20.038940941167805,25.523540830915408,15.103656277571085,0.7529240417532933
8.0,16.28,70.23,79.6,17.03770661413138,21.811894020046598,14.683034739506033,0.6553988531540308
8.91,8.52,37.62,9.49,3.3834606470605406,6.847442152137192,30.145492344467712,0.47553422451768873
5.82,0.99,46.61,54.31,-0.21437023903736283,-3.1950894804843153,18.764158523476475,0.11998110429135288
2.94,14.81,3.15,3.83,7.989757457627334,9.641629172814769,4.548974055057429,0.22676839756018924
8.24,9.07,12.79,52.27,5.789318372961642,9.224893651572978,25.076946165788698,0.4716346272323501
7.72,5.47,62.33,8.63,-0.008908134966147334,2.4513867016691737,28.62254001027436,0.33774845376905543
0.61,13.33,54.11,63.78,3.143543174160408,3.231947213641693,0.24344970512254396,0.012136077025051876
7.29,24.4,51.68,32.36,17.12110731013622,21.677572676776098,12.547731488495407,0.6255100442918964
7.97,6.84,43.95,7.94,1.7545500582366973,4.598328952153865,28.094107183139474,0.39039301712112756
4.15,4.42,15.73,25.1,3.2549053061332778,4.621560423853725,11.976075640271906,0.1876139582835165
5.54,17.89,66.05,28.07,13.447575760276326,16.835526439550314,9.329840566997348,0.4650967381354629
9.55,18.47,55.48,61.21,19.368095826066284,25.0268530576183,18.01996454939036,0.7768323034912946
4.25,6.27,35.66,75.81,6.237434696865435,8.065690994647335,9.648374888868256,0.2509824141702702
8.57,17.62,47.47,9.87,18.443522350539432,23.63240411705562,15.620801455671069,0.7123279565257533
4.97,11.89,17.4,43.44,12.25105405546482,15.25840280799672,8.281727523995139,0.4128478327016534
4.05,15.43,63.55,4.63,10.319826040681326,12.712869928998012,6.590036296693321,0.32851626603655654
3.81,15.68,50.36,85.66,9.816027428129113,12.04881787360705,6.148725541745009,0.3065167269065313
6.62,4.16,7.15,64.28,-0.4617890171185602,1.0618681719730767,24.696749517223545,0.2584591801189678
3.94,16.12,45.88,54.61,10.088918343261563,12.408512736943829,6.3877688673419915,0.3184331439352949
9.42,9.71,96.12,90.54,5.227142863461657,9.093545910130327,30.096563209086973,0.5307785193933205
2.04,1.83,10.17,1.92,0.025912630064432306,0.27999054455980454,7.908980719470284,0.034879731274418194
1.03,17.11,7.21,31.97,4.002292552750776,4.375059695158745,1.0265373780550051,0.051173348856181335
8.46,0.68,81.47,28.26,-0.33810436500838026,-5.201421996221949,26.55549027219906,0.1892339872437355
1.27,17.45,62.93,87.76,4.493006483373839,5.028266827454183,1.4740160483021274,0.07348036133111278
7.38,20.11,28.28,17.83,17.310031789843293,21.926592197547695,12.713223021601017,0.6337598714656558
7.53,20.19,99.05,41.32,17.62490592268843,22.341624732167084,12.98904224344374,0.6475095834219216
3.78,19.43,34.15,93.08,9.753052601560096,11.965811366683178,6.093561697376493,0.30376678451527844
8.6,10.78,75.11,75.48,9.0782726011677,13.003855286305805,22.92936774800155,0.5389026804044426
1.12,22.57,50.57,82.66,4.186310276734425,4.62001236976954,1.1943418793976703,0.05953847853428064
3.27,22.4,38.98,1.18,8.68248054988663,10.55470074897737,5.155776343111342,0.2570177638639747
9.06,2.37,32.0,95.01,-0.47945118543989773,-3.033429992008682,30.252633337413,0.2683445376615505
9.51,14.38,63.22,44.9,15.167429849928565,20.128898579986156,20.116864869386944,0.681108770805776
3.0,8.28,67.28,75.26,8.115707110765392,9.807642186662525,4.659301743794475,0.23226828234269653
7.94,19.76,9.21,49.49,18.485561885798464,23.476046993459963,13.742948116480486,0.6850921294357146
0.67,13.78,44.21,88.78,3.266221656816176,3.3952489967155612,0.3553193726843213,0.01771283014378466
3.57,3.01,14.38,76.17,0.5263527256153955,1.4219379211192684,12.92289131307836,0.12294563663498338
6.22,2.62,8.5,70.13,-0.34097384893733773,-0.9995376643198186,21.779695486683536,0.19084001171844053
0.82,20.56,70.65,8.23,3.5729178634555923,3.803503454400206,0.6349935415887618,0.03165471294061666
0.94,24.67,37.49,37.13,3.818274828767124,4.13010702054794,0.858732876712324,0.042808219178082266
8.15,23.69,98.6,75.36,18.926385671781652,24.0570925419271,14.129095027060247,0.7043417261744865
